iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3020,[  95.61111111  103.11111111],[ 105.42592593  106.31481481],[ 95.98076923  96.42307692],[ 105.87878788  104.18181818],[  98.90909091  116.84090909],[ 100.64795918   97.05612245],[  85.05882353  112.74509804],[ 106.10204082  116.08163265],[ 104.96954315  102.70304569],[ 81.96428571  89.14285714],[  89.42942943  113.7987988 ],[ 111.19860499   96.99963289],[ 103.97076023   93.02923977],[ 116.5          97.40789474],[  80.42424242  115.03030303],[ 93.20679758  98.92462236],[ 127.625  108.   ],[  99.95294118  102.70588235],[  94.42  109.72],[ 107.13317191   89.74576271],[ 103.51428571  106.49795918],[ 97.51851852  95.83333333],[ 114.96907216   96.5257732 ],[ 107.4137931    99.82758621],[  73.29090909  103.69090909],[ 106.48948949   99.61861862],[ 101.28205128   96.51282051],[ 89.19148936  95.7712766 ],[ 103.23800738  108.70848708],[ 104.39130435  154.63241107],[ 101.31219512  103.05365854],[ 104.75627059  102.37319483],[ 120.65517241  104.13793103],[ 96.47769784  96.40071942],[ 90.01176471  99.10588235],[ 115.6039604  108.9009901],[  88.39534884  104.30232558],[  93.9047619   116.30952381],[ 107.17025641  104.18974359],[  76.87037037  120.53333333],[ 125.61980198  130.61386139],[ 89.32327586  99.86206897],[  92.36538462  106.28846154],[ 108.88753799   99.96352584],[ 101.8817172    97.93665566],[ 97.03703704  87.37037037],[  86.51515152  105.54545455],[ 113.76945245   94.66282421],[ 100.30538922  100.82634731],[  90.11392405  103.51898734],[  85.2         121.01818182],[  98.32029598  107.68366808],[ 108.07984791   97.7148289 ],[ 87.08823529  86.20588235],[  93.11111111  109.97777778],[  99.98181818  120.89090909],[ 90.83606557  96.09836066],[ 103.64814815  105.5       ],[ 112.57882445   84.13623978],[ 105.77172012   99.18396501]
3040,[ 93.63793103  95.67241379],[ 105.08181818  104.75909091],[ 94.73493976  89.38554217],[ 104.      106.0625],[  90.25  107.75],[ 103.33701657   94.55248619],[ 94.22916667  99.41666667],[ 100.48979592  112.26530612],[ 106.94240838   97.56282723],[  98.16666667  101.1       ],[  85.69014085  110.8415493 ],[ 109.66917024   94.60443491],[ 105.01117318   95.32960894],[ 134.34893617   97.        ],[ 94.40909091  89.95454545],[ 92.71155638  95.52081392],[ 100.4  101.1],[  89.98780488  104.07317073],[  85.22  120.38],[ 106.75485437   91.65533981],[ 104.17316017  103.29437229],[  90.57692308  109.94230769],[ 107.28  102.16],[  93.35135135  101.89189189],[ 94.4375  88.9375],[ 103.14769231   98.33230769],[  90.52941176  103.58823529],[ 93.39408867  92.35960591],[ 103.83068017  101.51157742],[  94.80874317  160.92349727],[ 101.74090909  102.77272727],[ 103.02173388  101.53368752],[ 94.69230769  93.61538462],[ 96.82028337  97.950783  ],[ 105.09411765   95.83529412],[ 110.25925926  105.80555556],[ 84.2         87.23636364],[  93.375    106.90625],[ 103.84193888  120.35827187],[  83.08962264  125.66037736],[ 119.69072165  132.86082474],[ 88.25896414  99.67330677],[  86.18604651  107.6744186 ],[ 109.66881029  102.14790997],[ 103.03306027  100.74166179],[ 94.72222222  91.81481481],[ 90.55813953  91.8372093 ],[ 118.95977011   96.15229885],[ 100.87179487   99.13461538],[  88.52380952  105.83333333],[  95.8125      115.27083333],[  97.3279185   106.32103524],[ 107.38148148  100.68518519],[  97.14285714  109.62857143],[ 106.71428571  113.63265306],[ 106.43478261  119.32608696],[  86.38983051  103.86440678],[ 112.           92.51020408],[ 110.12441498   89.27457098],[ 102.79944866  111.14851826]
3060,[ 81.63265306  86.16326531],[ 104.49367089  100.87341772],[ 86.21794872  94.82051282],[ 110.46666667  108.56666667],[  83.57777778  116.33333333],[ 104.13333333   94.34545455],[  97.    110.96],[ 114.09433962  107.49056604],[ 108.25897436   97.33333333],[ 102.75         92.17857143],[  90.14545455  106.29545455],[ 107.55995865   92.66747071],[ 102.96045198   97.07909605],[ 136.51566952   90.75783476],[ 102.7     93.925],[ 92.72509225  94.27429274],[ 102.97560976   96.65853659],[  92.65957447  105.9893617 ],[ 79.66071429  98.19642857],[ 106.37378641   99.85194175],[ 104.9787234   100.78297872],[ 84.71428571  98.97959184],[ 106.71296296   99.57407407],[ 84.40909091  77.06818182],[ 95.09090909  90.84090909],[ 104.44871795   99.43589744],[ 88.66666667  97.83333333],[ 95.4         94.23902439],[ 100.980755     95.84603997],[  73.11347518  147.65957447],[ 102.35294118   94.61538462],[ 99.81506683  99.26196841],[ 112.47058824   83.32352941],[ 99.07739938  95.98142415],[  93.9    108.275],[ 111.30630631  102.09009009],[ 79.61111111  94.96296296],[ 92.40625  92.8125 ],[ 107.18673219  115.43734644],[ 84.02298851  98.98850575],[ 129.18795181  129.80240964],[ 88.92395437  98.24334601],[  82.2962963   116.18518519],[ 105.93811075  106.45276873],[ 103.36128482  105.17509949],[ 93.94545455  89.87272727],[ 81.73684211  90.36842105],[ 120.63779528   97.61417323],[  98.50931677  106.89440994],[  86.15053763  103.44086022],[  87.85        111.71666667],[  97.14968415  103.02087339],[ 106.93181818  101.62121212],[  88.    117.75],[ 116.98076923   94.03846154],[ 102.60526316  112.89473684],[  84.25333333  102.22666667],[ 107.5          91.39130435],[ 108.93242686   93.73671199],[  92.28085443  113.21242089]
3080,[ 83.06818182  89.86363636],[ 101.80425532   98.3106383 ],[  93.52054795  108.17808219],[ 112.30434783   84.04347826],[  89.5862069   116.31034483],[ 98.61494253  94.7816092 ],[ 99.11428571  98.91428571],[ 105.04   97.82],[ 110.37179487   98.26666667],[  74.86956522  101.34782609],[  88.09722222  105.94444444],[ 105.38530585   93.5887633 ],[  99.29608939  100.8547486 ],[ 135.26032316   83.6032316 ],[  94.97222222  100.38888889],[ 92.32        94.15348485],[ 90.69767442  99.81395349],[  96.73451327  113.18584071],[  93.70491803  106.03278689],[ 105.70334928   98.8492823 ],[ 106.4         102.10434783],[  99.83636364  103.92727273],[ 120.16853933  101.57303371],[ 98.97777778  83.48888889],[  96.25641026  110.69230769],[ 105.54255319   98.73049645],[  87.96666667  114.8       ],[ 91.82352941  97.45588235],[ 100.25303951   92.04711246],[  96.49230769  124.25384615],[ 102.03864734   94.09661836],[ 94.53281027  98.79172611],[ 80.89189189  80.54054054],[ 99.34257749  93.44942904],[  91.64367816  100.54022989],[ 113.88392857  100.78571429],[ 91.72727273  97.4       ],[ 95.26470588  76.11764706],[ 99.67615176  96.40108401],[ 88.83006536  80.66666667],[ 129.90131579  100.82894737],[  87.19767442  100.72093023],[ 97.39534884  77.27906977],[ 104.24913495  107.11418685],[ 104.21823529  108.10647059],[ 88.85106383  83.23404255],[ 85.95744681  85.85106383],[ 124.89177489   97.07142857],[  92.95973154  105.87919463],[ 81.6         95.13636364],[  80.11594203  121.86956522],[ 95.37447049  99.96554646],[ 105.61923077  101.40769231],[  76.33333333  106.375     ],[ 107.85714286   91.5952381 ],[ 101.15151515  116.51515152],[  77.03947368  101.43421053],[ 107.39583333  100.125     ],[ 105.03101791   96.77282656],[  89.17336512  113.2486376 ]
3100,[ 89.10416667  91.54166667],[ 99.77405858  95.23012552],[  88.24242424  103.04545455],[ 105.96969697   96.75757576],[ 100.65151515  111.62121212],[ 104.01714286   94.6       ],[ 102.38888889  113.97222222],[ 94.18181818  92.61363636],[ 110.87958115   95.97120419],[  77.2         106.54285714],[  84.03636364  110.18181818],[ 102.58946658   94.2397029 ],[  98.30409357  100.05263158],[ 129.86432161   85.98241206],[  79.69230769  100.53846154],[ 91.92044444  94.84918519],[ 103.94736842   91.52631579],[ 104.0776699   115.06796117],[  91.578125  109.265625],[ 98.05681818  98.93409091],[ 106.82378855  100.9339207 ],[ 102.98529412   89.14705882],[ 118.12790698  112.40697674],[ 108.19512195   78.17073171],[ 86.16949153  99.45762712],[ 105.44402985   96.35447761],[  74.67741935  104.87096774],[ 93.58201058  99.43386243],[ 99.81866065  93.05718585],[  94.2122905  111.8603352],[ 110.11004785   98.3492823 ],[ 89.51654179  99.51988473],[ 90.          85.03571429],[ 103.62122449   93.48489796],[  99.12903226  103.88172043],[ 111.07627119  101.22881356],[ 94.06349206  98.34920635],[ 83.97222222  76.52777778],[ 92.62429058  92.91146425],[ 74.94244604  75.22302158],[ 107.6125       82.89166667],[  84.59143969  102.80933852],[ 89.77083333  79.97916667],[ 103.80208333  105.95138889],[ 104.06784936  109.46000622],[ 91.65217391  90.73913043],[ 103.06818182   97.84090909],[ 129.02181818   97.30727273],[  90.23648649  107.50675676],[ 84.4017094   95.85470085],[  95.97435897  107.84615385],[ 94.08661417  97.21709786],[ 105.6         100.00363636],[ 103.1     92.825],[ 97.08333333  79.61111111],[ 110.26470588  117.88235294],[  91.24705882  108.11764706],[ 106.92307692   86.20512821],[ 102.64655943  100.19705094],[  95.58230795  116.3565015 ]
3120,[  99.42222222  104.35555556],[ 96.8   95.65],[ 104.11428571   90.75714286],[  96.76315789  103.18421053],[ 107.44897959  116.36734694],[ 105.39285714   93.89880952],[ 81.7027027   84.45945946],[ 108.91836735   97.3877551 ],[ 108.84408602   94.32526882],[  74.14285714  109.73809524],[ 89.23762376  87.55445545],[ 100.67334001   95.50116783],[ 101.23595506  101.97752809],[ 118.8681672    91.44158628],[ 83.17948718  99.38461538],[ 92.3285503   94.74482249],[ 104.65217391   94.26086957],[ 101.08163265  111.44897959],[ 96.64615385  96.83076923],[  98.54148472  100.04803493],[ 106.56682028   98.65898618],[ 97.56410256  94.51282051],[ 122.70652174  106.44565217],[ 117.49019608   89.47058824],[  82.30769231  103.44871795],[ 108.06563707   94.61389961],[ 80.04878049  86.        ],[  93.00546448  106.82513661],[ 96.63359375  92.33359375],[  92.10948905  104.13868613],[ 105.30845771   96.82587065],[  89.6858946   100.81565545],[ 98.5  98.4],[ 104.18308631   89.56320837],[ 100.45283019  104.26415094],[ 113.10434783  101.17391304],[ 86.73015873  95.88888889],[ 86.5         94.47222222],[ 88.17423313  94.40368098],[ 76.17808219  91.47260274],[ 104.47619048   88.0952381 ],[  82.866171   102.7732342],[ 92.62857143  99.57142857],[ 102.38181818  107.30181818],[ 103.1374376   108.43261231],[ 93.25641026  96.41025641],[ 113.4047619    95.83333333],[ 124.08798646   97.37394247],[  88.18518519  107.3037037 ],[ 80.91666667  98.72222222],[  92.19512195  106.04878049],[ 91.95424837  94.58766695],[ 106.79779412  100.87132353],[ 89.51515152  92.22727273],[ 108.80851064   94.06382979],[ 106.12121212  110.39393939],[ 103.35106383  104.38297872],[ 88.125   93.3125],[  99.16635688  106.23187732],[ 112.32720588  118.05882353]
3140,[  94.54347826  109.80434783],[ 98.03361345  94.84453782],[ 113.05882353   82.23529412],[  82.54054054  100.43243243],[  93.15873016  106.9047619 ],[ 108.8579235    90.87431694],[ 94.04255319  75.27659574],[ 117.49090909   93.25454545],[ 105.25         92.49456522],[  91.61363636  101.84090909],[ 101.27659574   74.29078014],[ 100.67095116   97.38206941],[ 103.98305085  102.88700565],[ 110.265625   87.996875],[ 88.26829268  90.04878049],[ 92.80862374  95.18000591],[ 113.61538462   91.64102564],[ 100.63636364  109.875     ],[  89.75757576  100.90909091],[ 100.58352403  100.57437071],[ 104.06635071   96.60663507],[ 104.95454545   97.98484848],[ 107.58947368  104.13684211],[ 113.33928571   95.17857143],[ 82.80909091  97.81818182],[ 107.61389961   94.58687259],[ 88.23076923  87.26923077],[  96.06417112  103.20855615],[ 91.72601744  97.00581395],[ 102.43495935  105.58536585],[ 109.40306122   96.57653061],[  93.69152506  101.82855287],[ 109.64102564  105.51282051],[ 104.02624434   90.58733032],[ 105.61864407  103.00847458],[ 115.22580645  103.5       ],[ 81.44067797  97.91525424],[  85.375  101.5  ],[ 92.72121212  99.56606061],[ 59.06145251  94.46927374],[ 93.56190476  90.74761905],[  84.16        104.78181818],[ 108.          101.71111111],[ 101.66539924  106.01140684],[ 102.15666434  104.66852756],[ 106.89090909   94.67272727],[ 98.49056604  95.79245283],[ 115.46153846  100.66010733],[  91.8358209   107.01492537],[ 88.10377358  89.32075472],[ 118.73529412  100.41176471],[ 92.1295045   93.69791667],[ 107.08450704  100.59507042],[ 94.72131148  99.6557377 ],[ 94.29268293  81.68292683],[  99.47222222  107.36111111],[ 101.68965517  100.75862069],[ 96.83870968  90.35483871],[  97.15318504  112.01263903],[ 111.5837587   115.28306265]
3160,[ 100.02272727  106.95454545],[ 98.18442623  93.84016393],[ 109.98550725   88.02898551],[  84.79545455  104.81818182],[ 102.84  107.22],[ 109.97326203   95.27272727],[ 98.75        87.54545455],[ 104.56   92.8 ],[ 104.43882979   91.26861702],[  72.15  113.45],[ 107.59512195   55.56585366],[ 102.19638404  101.41302993],[ 102.49717514   97.80225989],[ 106.01588785   86.43271028],[ 110.19444444   85.5       ],[ 93.78436262  95.12307467],[ 107.76470588  114.41176471],[ 102.67857143  111.46428571],[ 111.375        92.96428571],[ 102.260181    100.25791855],[ 101.98387097   93.32795699],[ 88.73333333  91.53333333],[ 106.92380952   99.55238095],[ 112.2    96.55],[ 102.41025641  107.42307692],[ 104.95435685   94.60580913],[ 104.82051282   74.28205128],[ 100.62980769   99.68269231],[ 89.93055556  99.08611111],[ 114.02312139  115.80346821],[ 106.94059406   92.71782178],[ 100.76053476  102.78203209],[  95.58139535  104.09302326],[ 104.42909091   91.34272727],[ 111.58035714  103.28571429],[ 113.36923077   99.34615385],[ 86.42372881  85.13559322],[ 92.38888889  92.64814815],[ 87.36574586  87.93812155],[ 47.8046875   98.38802083],[ 79.60098522  87.04433498],[  84.33098592  103.18309859],[ 105.30769231   85.34615385],[ 103.67315175  102.12062257],[  99.31882481  100.52484585],[ 101.39130435   94.82608696],[ 108.28571429  103.63265306],[ 104.50352113  101.95070423],[  95.42335766  100.7080292 ],[ 90.42857143  94.94642857],[ 100.18181818  109.90909091],[ 96.44369064  93.28846676],[ 109.27586207  101.39310345],[ 101.66666667  101.26190476],[ 107.51428571   83.17142857],[ 105.18181818  110.90909091],[  99.46511628  106.81395349],[ 105.           88.18181818],[  95.30844156  114.73701299],[  93.86407301  103.43563881]
3180,[ 105.75        114.38461538],[ 99.62139918  96.60082305],[ 111.39189189  109.82432432],[  82.36363636  101.48484848],[ 114.61363636   90.68181818],[ 110.79096045   94.4180791 ],[ 106.97674419  106.62790698],[ 112.71111111   91.93333333],[ 105.55324675   92.38441558],[  75.43137255  110.58823529],[ 109.56048387   52.39516129],[ 102.78666667  105.90761905],[ 99.98369565  96.04891304],[ 110.94898857   83.89621812],[ 115.55555556  100.        ],[ 97.28359564  94.93976998],[ 107.92   96.14],[ 99.12389381  96.61061947],[ 106.32075472   95.1509434 ],[ 107.80733945  104.64449541],[ 100.28865979   95.16494845],[ 86.36363636  99.04545455],[  95.13461538  103.875     ],[ 115.20930233   88.20930233],[ 107.7875  108.975 ],[ 96.74230769  98.86923077],[  94.76  102.66],[ 103.77824268   99.61087866],[  93.26231454  103.62789318],[ 121.7375   119.75625],[ 110.71980676   93.95652174],[ 105.60337883  104.07440143],[ 102.44444444  107.11111111],[ 100.53512993   93.26275265],[ 108.66304348   95.94565217],[ 117.248  101.056],[ 91.29824561  86.52631579],[ 107.46511628   87.18604651],[ 88.17000955  81.86723973],[ 47.0609319   99.86917563],[ 95.17621145  82.18942731],[  86.17301038  104.85813149],[ 112.14583333   88.33333333],[ 105.19521912  107.30677291],[ 97.01511799  96.19948378],[ 101.47058824   90.64705882],[ 117.51162791  104.51162791],[ 108.03508772  101.78070175],[  98.0979021   100.95804196],[ 98.23  91.91],[ 98.19230769  77.40384615],[ 100.06001579   93.31350355],[ 109.22996516  102.47038328],[ 105.92105263  118.23684211],[ 93.35714286  96.28571429],[ 93.47619048  95.78571429],[ 104.73972603  101.42465753],[ 97.65625  92.65625],[  93.98669751  114.76402545],[ 85.85653785  91.62202223]
3200,[ 111.59375  115.28125],[ 100.92682927   98.40243902],[  97.9375    108.703125],[ 100.08571429  110.82857143],[ 103.18032787  104.24590164],[ 111.95   95.55],[ 120.35135135   96.        ],[ 104.80851064   90.70212766],[ 105.93103448   92.93596059],[  91.88636364  112.        ],[ 115.4537037    50.89506173],[ 103.35837596  111.33567775],[ 100.11764706   96.0361991 ],[ 116.17722772   85.9950495 ],[ 112.41509434  104.0754717 ],[ 98.50795858  94.78380467],[  97.73469388  110.48979592],[ 94.90178571  96.66964286],[ 102.53191489   88.19148936],[ 109.07407407  107.91358025],[ 103.03   96.67],[ 97.76190476  98.14285714],[  94.75        105.19565217],[ 106.46938776   97.53061224],[ 103.54782609  123.73913043],[  98.70695971  104.4981685 ],[  96.7037037   108.98148148],[ 108.39299611   93.60311284],[ 100.23333333  107.58358974],[ 119.36036036  115.03603604],[ 104.78947368   98.41148325],[ 106.68360192  103.45233116],[  95.75   110.675],[ 98.67203791  95.57630332],[ 106.49295775   96.26760563],[ 113.1171875   97.6171875],[ 98.43333333  99.63333333],[ 101.15217391   88.19565217],[ 92.59720837  77.70787637],[  57.02763819  108.80904523],[ 112.325        91.45357143],[  87.18505338  103.88256228],[ 107.67307692  110.94230769],[  99.73333333  100.8627451 ],[ 94.27658046  93.04382184],[ 111.79487179   92.8974359 ],[ 114.90243902   99.85365854],[ 107.99642218  105.22182469],[ 98.23870968  97.20645161],[ 93.93617021  87.54255319],[ 97.5625   72.40625],[ 100.97903885   93.97750511],[ 111.23986486  103.3277027 ],[  98.11904762  120.0952381 ],[ 92.81081081  98.54054054],[ 106.16216216  100.40540541],[ 100.25   87.6 ],[  92.          105.21428571],[  94.11873016  111.71492063],[ 85.66488731  86.82740214]
3220,[ 117.13513514  118.35135135],[ 102.8442623   100.27459016],[ 108.51470588  108.98529412],[ 103.07142857   91.9047619 ],[ 115.05263158  100.43859649],[ 111.13294798   89.74566474],[ 109.79104478   93.3880597 ],[ 113.97619048   93.35714286],[ 105.7952381    93.60714286],[  84.92592593  114.        ],[ 127.13043478   60.03768116],[ 103.3703468   113.82882596],[ 100.57142857   98.02597403],[ 113.71538462   78.46923077],[ 112.68888889  114.82222222],[ 98.51634496  94.35165006],[ 107.38235294  101.38235294],[  96.38636364  100.6969697 ],[ 102.55555556   93.52380952],[ 106.45303867  107.99171271],[  95.72330097  101.20873786],[  93.41666667  107.2       ],[ 106.89534884  113.09302326],[ 102.96491228  111.35087719],[  92.68421053  143.90350877],[  95.57586207  101.67931034],[ 101.24  118.44],[ 106.05494505   97.80952381],[ 105.16939407  107.69438302],[ 149.68926554  116.36158192],[  98.46610169  100.76694915],[ 104.43569695  100.75707738],[  81.58536585  104.80487805],[ 98.58910434  99.83010157],[ 117.34328358   96.82089552],[ 110.91269841   92.43650794],[ 97.30882353  86.10294118],[ 108.80434783  107.45652174],[ 94.42966752  95.46035806],[ 79.98138298  94.79787234],[ 116.38795987  100.2006689 ],[  88.77777778  102.53405018],[ 113.94339623   97.50943396],[  98.         100.4691358],[ 91.17568517  90.92129304],[ 113.74358974   99.8974359 ],[ 101.17073171  111.70731707],[ 113.3344652   109.63667233],[ 95.50649351  95.07792208],[ 86.5125  89.575 ],[ 100.68965517   83.13793103],[ 100.77992958   93.90970825],[ 113.14189189  101.53378378],[ 112.64102564  104.69230769],[  96.36111111  114.        ],[ 102.08333333  104.91666667],[ 94.28571429  88.52380952],[  73.15789474  110.10526316],[  92.9950495   104.84653465],[ 96.26510615  82.48230811]
